epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,32.7253,0.96347,0.71205,1.18017,1.20514,0.92376,0.72727,0.85815,0.57647,0.93734,0.72727,0.84794,0.36773,0.88986,1.14457,1.09538,1.01398,0.0008714,0.0008714,0.0008714
59,33.2712,0.93253,0.5979,1.11624,1.18214,0.92376,0.72727,0.85815,0.57647,0.93734,0.72727,0.84794,0.36773,0.88986,1.14457,1.09538,1.01398,0.0008516,0.0008516,0.0008516
60,33.8196,0.99888,0.65088,1.08561,1.21197,0.92376,0.72727,0.85815,0.57647,0.93734,0.72727,0.84794,0.36773,0.88986,1.14457,1.09538,1.01398,0.0008318,0.0008318,0.0008318
61,34.3689,0.90363,0.6492,1.03794,1.12906,0.93976,0.70974,0.8166,0.57188,0.93976,0.70974,0.79038,0.38383,0.92255,1.02081,1.03917,1.03425,0.000812,0.000812,0.000812
62,34.9071,0.9228,0.72206,1.08588,1.15351,0.93976,0.70974,0.8166,0.57188,0.93976,0.70974,0.79038,0.38383,0.92255,1.02081,1.03917,1.03425,0.0007922,0.0007922,0.0007922
63,35.4618,0.86644,0.6553,1.08965,1.15571,0.88715,0.71518,0.79699,0.5818,0.88715,0.71518,0.79127,0.36772,0.95503,0.95317,1.0646,1.04577,0.0007724,0.0007724,0.0007724
64,36.004,0.95663,0.68912,1.08975,1.23764,0.88715,0.71518,0.79699,0.5818,0.88715,0.71518,0.79127,0.36772,0.95503,0.95317,1.0646,1.04577,0.0007526,0.0007526,0.0007526
65,36.5631,0.93341,0.69032,1.04289,1.1851,0.8077,0.76403,0.82032,0.58673,0.8077,0.76403,0.78752,0.36239,0.91185,0.89374,1.08336,1.02554,0.0007328,0.0007328,0.0007328
66,37.1096,0.92339,0.65363,1.07064,1.16716,0.8077,0.76403,0.82032,0.58673,0.8077,0.76403,0.78752,0.36239,0.91185,0.89374,1.08336,1.02554,0.000713,0.000713,0.000713
67,37.6587,0.87772,0.56756,0.98677,1.13371,0.8077,0.76403,0.82032,0.58673,0.8077,0.76403,0.78752,0.36239,0.91185,0.89374,1.08336,1.02554,0.0006932,0.0006932,0.0006932
68,38.2203,0.88433,0.55785,1.0359,1.11671,0.83912,0.81818,0.83913,0.63308,0.83912,0.81818,0.80505,0.41608,0.83985,0.85455,0.9901,0.98986,0.0006734,0.0006734,0.0006734
69,38.7641,0.91883,0.58838,1.07472,1.15861,0.83912,0.81818,0.83913,0.63308,0.83912,0.81818,0.80505,0.41608,0.83985,0.85455,0.9901,0.98986,0.0006536,0.0006536,0.0006536
70,39.3221,0.94137,0.68807,1.06894,1.17748,0.94074,0.81818,0.86574,0.64055,0.94074,0.81818,0.83578,0.43972,0.78055,0.81459,0.91496,0.97682,0.0006338,0.0006338,0.0006338
71,39.8972,0.87309,0.57824,0.95182,1.1098,0.94074,0.81818,0.86574,0.64055,0.94074,0.81818,0.83578,0.43972,0.78055,0.81459,0.91496,0.97682,0.000614,0.000614,0.000614
72,40.4781,0.89998,0.68429,0.99848,1.1661,0.94727,0.81665,0.87639,0.68702,0.94727,0.81665,0.87105,0.42825,0.77224,0.9182,0.93868,0.97339,0.0005942,0.0005942,0.0005942
73,41.0469,0.8981,0.6452,1.01175,1.17977,0.94727,0.81665,0.87639,0.68702,0.94727,0.81665,0.87105,0.42825,0.77224,0.9182,0.93868,0.97339,0.0005744,0.0005744,0.0005744
74,41.615,0.92837,0.64744,1.11156,1.22376,0.89358,0.81818,0.87604,0.66534,0.89358,0.81818,0.89171,0.39999,0.77064,0.99873,0.94435,0.96792,0.0005546,0.0005546,0.0005546
75,42.1622,0.86111,0.61953,0.98715,1.12115,0.89358,0.81818,0.87604,0.66534,0.89358,0.81818,0.89171,0.39999,0.77064,0.99873,0.94435,0.96792,0.0005348,0.0005348,0.0005348
76,42.7087,0.86448,0.5947,1.0142,1.10736,0.89358,0.81818,0.87604,0.66534,0.89358,0.81818,0.89171,0.39999,0.77064,0.99873,0.94435,0.96792,0.000515,0.000515,0.000515
77,43.2637,0.83654,0.54548,0.90018,1.08734,0.85548,0.81818,0.85923,0.67184,0.85548,0.81818,0.89077,0.39898,0.76734,0.96272,0.94533,0.96343,0.0004952,0.0004952,0.0004952
78,43.8026,0.86644,0.58912,0.94654,1.09777,0.85548,0.81818,0.85923,0.67184,0.85548,0.81818,0.89077,0.39898,0.76734,0.96272,0.94533,0.96343,0.0004754,0.0004754,0.0004754
79,44.3563,0.87234,0.77197,1.073,1.15465,0.93801,0.81818,0.87346,0.69606,0.93801,0.81818,0.90669,0.41594,0.77151,0.94781,0.89265,0.95303,0.0004556,0.0004556,0.0004556
80,44.9165,0.91467,0.60679,1.02701,1.14045,0.93801,0.81818,0.87346,0.69606,0.93801,0.81818,0.90669,0.41594,0.77151,0.94781,0.89265,0.95303,0.0004358,0.0004358,0.0004358
81,45.494,0.81668,0.63893,0.95638,1.08585,0.97718,0.81818,0.88211,0.69992,0.97718,0.81818,0.89904,0.41843,0.7503,0.92667,0.8623,0.93821,0.000416,0.000416,0.000416
82,46.0616,0.82353,0.62438,1.01036,1.10584,0.97718,0.81818,0.88211,0.69992,0.97718,0.81818,0.89904,0.41843,0.7503,0.92667,0.8623,0.93821,0.0003962,0.0003962,0.0003962
83,46.6295,0.84674,0.64738,0.98233,1.10431,0.97718,0.81818,0.88211,0.69992,0.97718,0.81818,0.89904,0.41843,0.7503,0.92667,0.8623,0.93821,0.0003764,0.0003764,0.0003764
84,47.2027,0.79674,0.50437,0.92566,1.09427,0.94288,0.81818,0.87334,0.71492,0.94288,0.81818,0.90219,0.44563,0.74101,0.89812,0.85726,0.93957,0.0003566,0.0003566,0.0003566
85,47.7641,0.80951,0.67038,1.0159,1.14216,0.94288,0.81818,0.87334,0.71492,0.94288,0.81818,0.90219,0.44563,0.74101,0.89812,0.85726,0.93957,0.0003368,0.0003368,0.0003368
86,48.3443,0.83736,0.54131,0.9133,1.11598,0.94654,0.80527,0.8608,0.67808,0.94654,0.80527,0.88965,0.46076,0.70482,0.8796,0.87913,0.94075,0.000317,0.000317,0.000317
87,48.896,0.88347,0.58835,0.96474,1.14407,0.94654,0.80527,0.8608,0.67808,0.94654,0.80527,0.88965,0.46076,0.70482,0.8796,0.87913,0.94075,0.0002972,0.0002972,0.0002972
88,49.4538,0.80029,0.52396,0.92252,1.08604,0.85577,0.80944,0.83861,0.65485,0.85577,0.80944,0.85953,0.44514,0.73867,0.93552,0.90693,0.95749,0.0002774,0.0002774,0.0002774
89,50.0023,0.84491,0.56884,0.89878,1.08028,0.85577,0.80944,0.83861,0.65485,0.85577,0.80944,0.85953,0.44514,0.73867,0.93552,0.90693,0.95749,0.0002576,0.0002576,0.0002576
90,50.5672,0.82661,0.61744,0.93569,1.1098,0.85512,0.80528,0.84502,0.66053,0.85512,0.80528,0.83795,0.438,0.70181,0.93228,0.88764,0.94271,0.0002378,0.0002378,0.0002378
91,51.4193,0.7882,0.57244,1.14497,1.06466,0.85512,0.80528,0.84502,0.66053,0.85512,0.80528,0.83795,0.438,0.70181,0.93228,0.88764,0.94271,0.000218,0.000218,0.000218
92,51.9826,0.83664,0.60417,1.13013,1.11017,0.85512,0.80528,0.84502,0.66053,0.85512,0.80528,0.83795,0.438,0.70181,0.93228,0.88764,0.94271,0.0001982,0.0001982,0.0001982
93,52.5287,0.79642,0.56148,1.18351,1.08852,0.84288,0.81818,0.85577,0.67451,0.84288,0.81818,0.83859,0.42765,0.68263,0.94168,0.87436,0.93387,0.0001784,0.0001784,0.0001784
94,53.0637,0.76303,0.5372,1.1157,1.06782,0.84288,0.81818,0.85577,0.67451,0.84288,0.81818,0.83859,0.42765,0.68263,0.94168,0.87436,0.93387,0.0001586,0.0001586,0.0001586
95,53.6007,0.74902,0.54453,1.13719,1.06702,0.92206,0.81818,0.87049,0.68167,0.92206,0.81818,0.86402,0.43736,0.68984,0.94914,0.90243,0.93873,0.0001388,0.0001388,0.0001388
96,54.1349,0.75903,0.53215,1.11418,1.04333,0.92206,0.81818,0.87049,0.68167,0.92206,0.81818,0.86402,0.43736,0.68984,0.94914,0.90243,0.93873,0.000119,0.000119,0.000119
97,54.6825,0.74753,0.55583,1.12532,1.05682,0.89319,0.81818,0.84919,0.66216,0.89319,0.81818,0.8365,0.42195,0.69898,0.96018,0.93915,0.94268,9.92e-05,9.92e-05,9.92e-05
98,55.2148,0.71411,0.51431,1.0585,1.06233,0.89319,0.81818,0.84919,0.66216,0.89319,0.81818,0.8365,0.42195,0.69898,0.96018,0.93915,0.94268,7.94e-05,7.94e-05,7.94e-05
99,55.7539,0.73694,0.55625,1.12088,1.05621,0.89319,0.81818,0.84919,0.66216,0.89319,0.81818,0.8365,0.42195,0.69898,0.96018,0.93915,0.94268,5.96e-05,5.96e-05,5.96e-05
100,56.2961,0.70741,0.54319,1.02395,1.04896,0.89932,0.81228,0.85219,0.66557,0.89932,0.81228,0.84752,0.42778,0.69959,0.96066,0.95024,0.94194,3.98e-05,3.98e-05,3.98e-05
