epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,14.5835,2.22189,1.7449,2.8923,2.21513,0.02757,0.5,0.01963,0.00783,0.00123,0.04545,0.00042,0.00011,2.83771,4.60772,5.49963,3.05218,0.0014852,0.0014852,0.0014852
15,15.6668,2.29288,1.56483,2.67811,2.18487,0.02757,0.5,0.01963,0.00783,0.00123,0.04545,0.00042,0.00011,2.83771,4.60772,5.49963,3.05218,0.0014456,0.0014456,0.0014456
16,16.7669,2.19582,1.50668,2.67426,2.13863,0.12417,0.13636,0.08724,0.02492,0.00949,0.13636,0.00658,0.00113,2.61401,1.46583,4.88019,2.44422,0.001406,0.001406,0.001406
17,17.8247,2.21823,1.36825,2.58591,2.11084,0.12417,0.13636,0.08724,0.02492,0.00949,0.13636,0.00658,0.00113,2.61401,1.46583,4.88019,2.44422,0.0013664,0.0013664,0.0013664
18,18.8905,2.19774,1.39236,2.58424,2.10656,0.12417,0.13636,0.08724,0.02492,0.00949,0.13636,0.00658,0.00113,2.61401,1.46583,4.88019,2.44422,0.0013268,0.0013268,0.0013268
19,19.9811,2.09729,1.26537,2.54069,2.09413,0.14902,0.40909,0.10757,0.05056,0.02847,0.13636,0.01207,0.00309,2.05408,1.55875,8.08449,1.97037,0.0012872,0.0012872,0.0012872
20,21.0556,2.00111,1.11933,2.41863,1.99479,0.14902,0.40909,0.10757,0.05056,0.02847,0.13636,0.01207,0.00309,2.05408,1.55875,8.08449,1.97037,0.0012476,0.0012476,0.0012476
21,22.1481,1.89226,1.15302,2.38561,1.90038,0.42937,0.54545,0.38034,0.15014,0.21104,0.29217,0.08275,0.02711,2.16134,1.26162,3.24242,2.03817,0.001208,0.001208,0.001208
22,23.2324,1.89829,1.15216,2.36327,1.97999,0.42937,0.54545,0.38034,0.15014,0.21104,0.29217,0.08275,0.02711,2.16134,1.26162,3.24242,2.03817,0.0011684,0.0011684,0.0011684
23,24.3162,1.6306,1.13464,2.2139,1.72838,0.41109,0.5,0.39029,0.19731,0.2583,0.31818,0.11104,0.03774,1.66726,1.14383,2.18527,1.62784,0.0011288,0.0011288,0.0011288
24,25.3874,1.61692,1.19062,2.18774,1.73332,0.41109,0.5,0.39029,0.19731,0.2583,0.31818,0.11104,0.03774,1.66726,1.14383,2.18527,1.62784,0.0010892,0.0010892,0.0010892
25,26.4726,1.53411,1.05379,2.0606,1.65036,0.58037,0.59091,0.5503,0.27818,0.3104,0.31818,0.11983,0.04037,1.62676,1.13565,2.01947,1.56331,0.0010496,0.0010496,0.0010496
26,27.5749,1.53309,1.03415,2.06558,1.65347,0.58037,0.59091,0.5503,0.27818,0.3104,0.31818,0.11983,0.04037,1.62676,1.13565,2.01947,1.56331,0.00101,0.00101,0.00101
27,28.6902,1.53723,1.13465,1.97264,1.6894,0.58037,0.59091,0.5503,0.27818,0.3104,0.31818,0.11983,0.04037,1.62676,1.13565,2.01947,1.56331,0.0009704,0.0009704,0.0009704
